img_id,pais,clase_pred,tipo_via,barrio,confianza,area_rel,aspecto,cy_rel,cx_rel,n_det_imagen,lat,lon,prioridad
demo_1507,demo,D00,local,Carmelitas,0.60581,0.0727,0.93258,0.82494,0.15544,4,-25.28764,-57.57367,media
demo_1508,demo,D00,arterial,Trinidad,0.40633,0.01507,0.76366,0.89934,0.07902,4,-25.25415,-57.58957,media
demo_1509,demo,D00,local,Recoleta,0.35081,0.03699,0.63747,0.77791,0.07678,4,-25.2989,-57.61174,media
demo_1510,demo,D00,colectora,Carmelitas,0.29243,0.02281,1.06435,0.73124,0.07891,4,-25.28512,-57.57327,media
demo_1511,demo,D20,local,Barrio Obrero,0.78666,0.3658,2.70054,0.81598,0.49861,1,-25.31657,-57.62213,alta
demo_1512,demo,D00,colectora,Trinidad,0.27739,0.06056,0.66222,0.8012,0.13079,1,-25.25723,-57.59488,media
demo_1513,demo,D20,colectora,Villa Morra,0.67214,0.20228,1.9692,0.78808,0.43036,1,-25.2929,-57.57984,alta
demo_1514,demo,D00,colectora,Barrio Obrero,0.57207,0.00855,0.49987,0.88536,0.68101,1,-25.31512,-57.62817,baja
demo_1515,demo,D20,local,Carmelitas,0.7883,0.37201,0.73939,0.49816,0.26223,1,-25.28835,-57.57421,alta
demo_1516,demo,D20,local,Barrio Obrero,0.24943,0.22835,3.62936,0.85666,0.46634,1,-25.31954,-57.62701,alta
demo_1517,demo,D20,colectora,Barrio Obrero,0.67224,0.5049,1.61243,0.64443,0.53938,2,-25.31452,-57.62912,alta
demo_1518,demo,D20,colectora,Mburucuyá,0.10826,0.17142,0.53117,0.71275,0.15116,2,-25.28112,-57.57968,alta
demo_1519,demo,D00,local,San Vicente,0.79854,0.01182,0.22851,0.88579,0.48555,11,-25.31256,-57.60594,baja
demo_1520,demo,D00,colectora,Barrio Obrero,0.79029,0.01892,0.60063,0.91004,0.18225,11,-25.31292,-57.6233,baja
demo_1521,demo,D00,local,Barrio Obrero,0.48216,0.05721,1.09649,0.75713,0.16773,11,-25.3146,-57.61934,media
demo_1522,demo,D00,local,Mburucuyá,0.46082,0.01172,0.86791,0.80681,0.09852,11,-25.285,-57.58113,baja
demo_1523,demo,D00,arterial,Carmelitas,0.37857,0.00062,0.37993,0.62296,0.43521,11,-25.28174,-57.56911,media
demo_1524,demo,D00,colectora,Recoleta,0.36,0.00357,0.73303,0.61676,0.34319,11,-25.29359,-57.60431,baja
demo_1525,demo,D00,arterial,Trinidad,0.26404,0.00094,0.30546,0.61758,0.43395,11,-25.26004,-57.59446,media
demo_1526,demo,D00,arterial,Carmelitas,0.20729,0.02814,0.52167,0.87904,0.59594,11,-25.28566,-57.57648,media
demo_1527,demo,D00,arterial,Recoleta,0.191,0.01527,1.01931,0.70509,0.22883,11,-25.28549,-57.61152,media
demo_1528,demo,D00,arterial,Recoleta,0.15696,0.0047,0.81795,0.61066,0.34957,11,-25.28932,-57.60995,media
demo_1529,demo,D00,colectora,Barrio Obrero,0.10654,0.00144,0.27168,0.6064,0.43351,11,-25.31035,-57.61925,baja
demo_1530,demo,D00,arterial,Trinidad,0.52799,0.02025,0.30522,0.8712,0.30031,2,-25.25792,-57.5934,media
demo_1531,demo,D00,local,Mburucuyá,0.23105,0.00647,0.34297,0.81514,0.31382,2,-25.28,-57.57893,baja
demo_1532,demo,D00,colectora,Trinidad,0.18591,0.05174,0.44737,0.82538,0.46354,2,-25.2558,-57.597,media
demo_1533,demo,D00,colectora,Villa Morra,0.10833,0.03533,0.44476,0.85399,0.47479,2,-25.29318,-57.57816,media
demo_1534,demo,D20,colectora,Mburucuyá,0.37369,0.42455,2.08898,0.77285,0.47569,3,-25.28043,-57.57374,alta
demo_1535,demo,D10,arterial,Carmelitas,0.2012,0.03635,4.35999,0.73918,0.2009,3,-25.28748,-57.57409,media
demo_1536,demo,D00,colectora,Centro,0.17209,0.00685,0.82325,0.55683,0.56879,3,-25.28012,-57.63389,baja
demo_1537,demo,D20,local,Sajonia,0.8054,0.24286,1.4656,0.64716,0.42482,6,-25.29031,-57.65146,alta
demo_1538,demo,D20,local,Trinidad,0.77748,0.03547,1.67716,0.28856,0.32884,6,-25.2596,-57.5919,media
demo_1539,demo,D40,arterial,Sajonia,0.47093,0.0021,0.97173,0.55545,0.13301,6,-25.30577,-57.64555,alta
demo_1540,demo,D10,local,Mburucuyá,0.22624,0.01481,4.20291,0.7698,0.87322,6,-25.27834,-57.58037,baja
demo_1541,demo,D10,colectora,Sajonia,0.17085,0.00939,4.1827,0.77187,0.88956,6,-25.29722,-57.65183,baja
demo_1542,demo,D10,colectora,Carmelitas,0.16131,0.01759,2.782,0.75736,0.88938,6,-25.2874,-57.57238,baja
demo_1543,demo,D20,colectora,San Vicente,0.28368,0.01911,1.39091,0.76669,0.33113,2,-25.31387,-57.60691,media
demo_1544,demo,D20,arterial,Centro,0.14635,0.01173,0.89944,0.76812,0.35753,2,-25.28195,-57.63909,media
demo_1545,demo,D00,arterial,Barrio Obrero,0.1298,0.00049,0.40365,0.57795,0.33229,2,-25.31242,-57.62538,media
demo_1546,demo,D10,arterial,Centro,0.12635,0.00226,8.30371,0.61433,0.3662,2,-25.28615,-57.62914,media
demo_1547,demo,D20,colectora,Sajonia,0.58724,0.21058,1.02688,0.75089,0.75912,1,-25.28709,-57.64817,alta
demo_1548,demo,D10,local,Centro,0.23344,0.01609,8.75516,0.83749,0.46943,3,-25.28022,-57.63913,baja
demo_1549,demo,D10,local,Las Mercedes,0.17422,0.00219,1.62124,0.78741,0.9702,3,-25.29107,-57.62057,baja
demo_1550,demo,D10,colectora,Carmelitas,0.14392,0.02794,10.46946,0.83802,0.55317,3,-25.2873,-57.57747,media
demo_1551,demo,D00,arterial,Villa Morra,0.39982,0.01118,0.17041,0.68923,0.46719,3,-25.29177,-57.57566,media
demo_1552,demo,D10,local,Recoleta,0.26519,0.0081,5.51971,0.71162,0.3274,3,-25.29202,-57.60694,baja
demo_1553,demo,D10,local,Mburucuyá,0.12766,0.01284,5.46429,0.70656,0.30039,3,-25.273,-57.57869,baja
demo_1554,demo,D00,arterial,San Vicente,0.85914,0.07319,0.96594,0.83095,0.14923,5,-25.30672,-57.60581,media
demo_1555,demo,D10,local,Las Mercedes,0.5496,0.00679,5.38873,0.89098,0.77834,5,-25.29213,-57.62561,baja
demo_1556,demo,D00,local,Las Mercedes,0.36108,0.03886,0.28794,0.8159,0.50331,5,-25.29076,-57.6304,media
demo_1557,demo,D00,local,Mburucuyá,0.2855,0.00519,0.63413,0.80919,0.6908,5,-25.28451,-57.57606,baja
demo_1558,demo,D20,arterial,Barrio Obrero,0.11517,0.03962,0.29457,0.81328,0.50196,5,-25.31279,-57.62614,alta
demo_1559,demo,D20,colectora,Villa Morra,0.6516,0.12014,0.86445,0.81309,0.4092,3,-25.29405,-57.57518,alta
demo_1560,demo,D10,colectora,Villa Morra,0.38364,0.00217,4.60429,0.72888,0.6425,3,-25.29523,-57.57411,baja
demo_1561,demo,D10,colectora,Centro,0.11416,0.00242,3.82127,0.81904,0.30212,3,-25.28221,-57.63512,baja
demo_1562,demo,D40,colectora,Barrio Obrero,0.49602,0.00692,1.32055,0.45311,0.59055,8,-25.31373,-57.62444,media
demo_1563,demo,D40,local,Trinidad,0.44407,0.02455,2.02564,0.31059,0.51253,8,-25.25632,-57.5988,alta
demo_1564,demo,D40,local,Mburucuyá,0.19392,0.01385,1.74134,0.29629,0.4811,8,-25.28358,-57.57979,media
demo_1565,demo,D40,arterial,Carmelitas,0.18132,0.01639,1.31449,0.19544,0.49319,8,-25.28935,-57.57443,alta
demo_1566,demo,D00,local,Centro,0.16301,0.12523,0.13048,0.49344,0.06401,8,-25.28384,-57.63719,media
demo_1567,demo,D40,colectora,Centro,0.13719,0.03775,0.82014,0.22393,0.49388,8,-25.2824,-57.62828,alta
demo_1568,demo,D00,colectora,Mburucuyá,0.12998,0.02736,0.29069,0.15338,0.3699,8,-25.28483,-57.58329,media
demo_1569,demo,D00,colectora,Mburucuyá,0.10624,0.07529,0.08033,0.50386,0.03889,8,-25.27868,-57.57587,media
demo_1570,demo,D10,local,Villa Morra,0.10701,0.06156,3.79518,0.52549,0.25653,1,-25.29289,-57.57793,media
demo_1571,demo,D00,local,Sajonia,0.21717,0.19305,0.19316,0.49986,0.83485,2,-25.29828,-57.65104,media
demo_1572,demo,D00,local,Centro,0.14304,0.29034,0.29039,0.49996,0.85023,2,-25.28018,-57.63719,media
demo_1573,demo,D10,colectora,San Vicente,0.32336,0.02959,4.93163,0.53682,0.67483,2,-25.31535,-57.60916,media
demo_1574,demo,D00,arterial,Mburucuyá,0.12543,0.02604,0.18621,0.764,0.47261,2,-25.2863,-57.57992,media
demo_1575,demo,D00,local,Recoleta,0.59492,0.02313,0.45186,0.796,0.28616,2,-25.29625,-57.61542,media
demo_1576,demo,D00,local,Sajonia,0.17665,0.03155,0.40759,0.76873,0.2941,2,-25.29807,-57.65086,media
demo_1577,demo,D20,colectora,Carmelitas,0.11792,0.01941,1.8554,0.77706,0.50664,1,-25.28469,-57.57204,baja
demo_1578,demo,D00,colectora,Barrio Obrero,0.34737,0.05573,0.39283,0.81011,0.5968,6,-25.31145,-57.62901,media
demo_1579,demo,D10,arterial,Carmelitas,0.31922,0.01569,10.74337,0.77241,0.34815,6,-25.28281,-57.57489,media
demo_1580,demo,D00,local,Trinidad,0.17824,0.05818,1.01733,0.7304,0.69696,6,-25.2552,-57.59254,media
demo_1581,demo,D00,arterial,Trinidad,0.16329,0.03049,0.39359,0.78476,0.57484,6,-25.25667,-57.59217,media
demo_1582,demo,D00,local,Trinidad,0.14544,0.07907,1.00201,0.75614,0.72016,6,-25.26253,-57.59528,media
demo_1583,demo,D00,colectora,Trinidad,0.13282,0.03627,0.36677,0.82193,0.5914,6,-25.2613,-57.59566,media
demo_1584,demo,D00,local,Centro,0.51487,0.08221,0.33868,0.70823,0.43869,2,-25.28305,-57.63974,media
demo_1585,demo,D00,local,Villa Morra,0.44744,0.04368,0.45149,0.24849,0.54505,2,-25.29321,-57.57689,media
demo_1586,demo,D00,local,Trinidad,0.17031,0.00939,0.48186,0.79964,0.40431,2,-25.26107,-57.59098,baja
demo_1587,demo,D00,local,Centro,0.11135,0.00521,0.49016,0.81849,0.39722,2,-25.28634,-57.63536,baja
demo_1588,demo,D20,arterial,Mburucuyá,0.74528,0.16407,1.55226,0.83729,0.25233,1,-25.28544,-57.57936,alta
demo_1589,demo,D40,local,Sajonia,0.5736,0.01911,2.89126,0.588,0.32605,1,-25.29345,-57.65382,media
demo_1590,demo,D10,local,Centro,0.32579,0.00956,5.21448,0.8019,0.84955,2,-25.28164,-57.63776,baja
demo_1591,demo,D20,local,San Vicente,0.10038,0.07376,0.94051,0.83319,0.63234,2,-25.30704,-57.60703,media
demo_1592,demo,D00,arterial,San Vicente,0.50264,0.53277,1.67147,0.61064,0.52046,1,-25.31446,-57.60512,alta
demo_1593,demo,D10,colectora,San Vicente,0.13372,0.00951,3.69639,0.91407,0.88102,1,-25.31284,-57.60697,baja
demo_1594,demo,D00,arterial,Trinidad,0.40232,0.04659,1.63652,0.88555,0.80166,2,-25.2622,-57.59452,media
demo_1595,demo,D10,local,San Vicente,0.33407,0.00529,5.15922,0.90259,0.08295,2,-25.3131,-57.60875,baja
demo_1596,demo,D20,local,Villa Morra,0.64738,0.50587,1.62017,0.71765,0.49307,1,-25.29185,-57.57357,alta
demo_1597,demo,D10,arterial,Centro,0.3761,0.01351,5.52314,0.79599,0.13656,3,-25.28244,-57.63813,media
demo_1598,demo,D10,colectora,Barrio Obrero,0.16493,0.01863,3.91008,0.80769,0.13494,3,-25.31493,-57.62789,baja
demo_1599,demo,D10,local,Recoleta,0.11141,0.02685,4.10795,0.7914,0.16654,3,-25.29201,-57.60665,media
demo_1600,demo,D00,arterial,Centro,0.29411,0.00202,0.20598,0.58949,0.41083,2,-25.28476,-57.63592,media
demo_1601,demo,D00,arterial,Recoleta,0.23642,0.00137,0.20653,0.59829,0.41199,2,-25.28994,-57.60821,media
demo_1602,demo,D20,arterial,Mburucuyá,0.54812,0.24048,1.65432,0.80937,0.4018,3,-25.28299,-57.57553,alta
demo_1603,demo,D10,arterial,Mburucuyá,0.23111,0.00599,4.88845,0.90458,0.78968,3,-25.27796,-57.57792,baja
demo_1604,demo,D20,arterial,Sajonia,0.10897,0.11174,0.93062,0.82653,0.56753,3,-25.2956,-57.65297,alta
demo_1605,demo,D00,local,Barrio Obrero,0.55404,0.04298,0.12255,0.2961,0.04998,11,-25.31582,-57.6233,media
demo_1606,demo,D10,arterial,Trinidad,0.406,0.06143,9.56025,0.61046,0.42286,11,-25.26233,-57.60126,media
demo_1607,demo,D10,colectora,Barrio Obrero,0.37673,0.09485,9.7831,0.62685,0.51488,11,-25.3211,-57.62187,media
demo_1608,demo,D00,local,Barrio Obrero,0.37144,0.00724,0.15279,0.89114,0.76582,11,-25.31424,-57.62421,baja
demo_1609,demo,D20,colectora,Las Mercedes,0.33532,0.06064,3.12528,0.72803,0.78044,11,-25.28742,-57.61971,media
demo_1610,demo,D00,local,San Vicente,0.21439,0.0141,0.29507,0.89059,0.78007,11,-25.30574,-57.60472,baja
demo_1611,demo,D00,arterial,Las Mercedes,0.16353,0.0167,0.35744,0.89191,0.796,11,-25.28594,-57.62296,media
demo_1612,demo,D00,arterial,Barrio Obrero,0.1469,0.01056,0.2243,0.89153,0.81007,11,-25.31472,-57.6211,media
demo_1613,demo,D00,arterial,San Vicente,0.13055,0.00377,0.11386,0.90023,0.81882,11,-25.31061,-57.60958,media
demo_1614,demo,D00,arterial,Villa Morra,0.10886,0.0137,0.87196,0.32551,0.72877,11,-25.29719,-57.57951,media
demo_1615,demo,D10,colectora,Trinidad,0.10739,0.06648,6.91519,0.62308,0.66009,11,-25.25769,-57.59611,media
demo_1616,demo,D20,arterial,Las Mercedes,0.69889,0.12597,0.77502,0.78221,0.15623,4,-25.2919,-57.62143,alta
demo_1617,demo,D00,local,Mburucuyá,0.64929,0.01046,0.51708,0.60337,0.45211,4,-25.28213,-57.57223,baja
demo_1618,demo,D00,colectora,Carmelitas,0.24857,0.01101,0.46787,0.75726,0.59378,4,-25.27965,-57.57817,baja
demo_1619,demo,D20,arterial,Trinidad,0.167,0.04284,1.19486,0.77607,0.5754,4,-25.25806,-57.59218,alta
demo_1620,demo,D10,local,San Vicente,0.47334,0.0269,7.78282,0.71852,0.77121,1,-25.31331,-57.60753,media
demo_1621,demo,D20,local,Barrio Obrero,0.8156,0.11798,1.13837,0.83696,0.80245,1,-25.32101,-57.62428,alta
demo_1622,demo,D00,colectora,Recoleta,0.74398,0.00877,0.59221,0.7933,0.37434,5,-25.28446,-57.61118,baja
demo_1623,demo,D00,local,Sajonia,0.58949,0.00156,0.41682,0.69124,0.30583,5,-25.29217,-57.65011,baja
demo_1624,demo,D10,colectora,Barrio Obrero,0.30807,0.03123,2.8552,0.94748,0.4544,5,-25.31468,-57.62724,media
demo_1625,demo,D10,colectora,Trinidad,0.1943,0.07574,4.5141,0.93379,0.49414,5,-25.26093,-57.59424,media
demo_1626,demo,D10,local,Trinidad,0.15936,0.0497,4.43574,0.94707,0.36837,5,-25.25817,-57.59339,media
demo_1627,demo,D10,colectora,Carmelitas,0.26557,0.06366,3.63351,0.30985,0.75952,1,-25.28457,-57.57499,media
demo_1628,demo,D00,colectora,San Vicente,0.27434,0.00214,0.61072,0.60918,0.40319,1,-25.31154,-57.60896,baja
demo_1629,demo,D10,colectora,Carmelitas,0.52832,0.01173,5.01926,0.20876,0.87765,21,-25.28922,-57.57628,baja
demo_1630,demo,D00,local,San Vicente,0.46473,0.02581,0.82761,0.10162,0.92638,21,-25.31281,-57.61161,media
demo_1631,demo,D10,colectora,Trinidad,0.38598,0.03828,8.92288,0.48009,0.70689,21,-25.2584,-57.59634,media
demo_1632,demo,D00,colectora,Centro,0.35983,0.02695,0.91381,0.59529,0.86557,21,-25.28325,-57.63548,media
demo_1633,demo,D00,arterial,San Vicente,0.28364,0.16586,1.13491,0.52465,0.21905,21,-25.31461,-57.60471,alta
demo_1634,demo,D00,arterial,Centro,0.27547,0.33459,0.52335,0.39979,0.22639,21,-25.28768,-57.63609,alta
demo_1635,demo,D00,local,San Vicente,0.27415,0.05174,0.08398,0.39245,0.40505,21,-25.30854,-57.60354,media
demo_1636,demo,D00,local,Centro,0.27131,0.09272,1.9859,0.6106,0.21455,21,-25.27904,-57.63563,media
demo_1637,demo,D10,local,Las Mercedes,0.21135,0.0243,7.91426,0.47339,0.78073,21,-25.29151,-57.61924,media
demo_1638,demo,D00,local,Recoleta,0.1747,0.04085,0.53946,0.14866,0.92578,21,-25.29222,-57.60037,media
demo_1639,demo,D00,colectora,Recoleta,0.16013,0.02533,0.29756,0.73581,0.89917,21,-25.29343,-57.60967,media
demo_1640,demo,D00,local,Centro,0.1497,0.08921,0.09158,0.49349,0.39232,21,-25.28633,-57.62732,media
demo_1641,demo,D10,colectora,Sajonia,0.14351,0.0025,1.18187,0.72228,0.97256,21,-25.29648,-57.65189,baja
demo_1642,demo,D00,arterial,Centro,0.1433,0.0173,0.40343,0.775,0.89763,21,-25.28234,-57.63284,media
demo_1643,demo,D00,arterial,Barrio Obrero,0.14138,0.03288,0.16034,0.77339,0.43623,21,-25.31572,-57.628,media
demo_1644,demo,D00,arterial,Sajonia,0.13607,0.21152,0.22938,0.4852,0.32651,21,-25.2948,-57.64554,alta
demo_1645,demo,D00,arterial,Recoleta,0.12206,0.01188,0.68177,0.3921,0.95494,21,-25.29435,-57.61448,media
demo_1646,demo,D00,colectora,Mburucuyá,0.11844,0.06329,0.33415,0.23367,0.92729,21,-25.28329,-57.58179,media
demo_1647,demo,D00,colectora,Recoleta,0.11582,0.01905,0.60135,0.3609,0.94504,21,-25.29166,-57.6117,baja
demo_1648,demo,D10,arterial,San Vicente,0.1122,0.00349,0.81532,0.73284,0.97332,21,-25.31535,-57.60772,baja
demo_1649,demo,D00,colectora,Sajonia,0.11112,0.04172,0.32771,0.69952,0.88692,21,-25.29049,-57.65025,media
demo_1650,demo,D20,colectora,Villa Morra,0.19913,0.04586,4.88108,0.95154,0.73943,1,-25.29236,-57.57833,media
demo_1651,demo,D10,local,Carmelitas,0.58948,0.0142,5.83004,0.77583,0.38112,5,-25.27884,-57.56678,baja
demo_1652,demo,D00,arterial,Mburucuyá,0.45016,0.07222,0.52911,0.81522,0.57032,5,-25.2787,-57.58316,media
demo_1653,demo,D10,arterial,Carmelitas,0.35479,0.02645,8.32867,0.77288,0.46542,5,-25.28306,-57.57564,media
demo_1654,demo,D10,local,Villa Morra,0.3374,0.01375,6.29332,0.73333,0.69328,5,-25.2932,-57.57566,baja
demo_1655,demo,D10,colectora,Las Mercedes,0.18581,0.0051,4.33894,0.73803,0.62781,5,-25.2923,-57.61834,baja
demo_1656,demo,D00,local,Villa Morra,0.2204,0.06724,0.68502,0.57206,0.2606,2,-25.29197,-57.579,media
demo_1657,demo,D00,colectora,San Vicente,0.12484,0.02631,0.46964,0.61245,0.20783,2,-25.31242,-57.60716,media
demo_1658,demo,D00,colectora,Las Mercedes,0.64733,0.07559,0.54282,0.81342,0.31046,10,-25.28733,-57.6256,media
demo_1659,demo,D20,colectora,Trinidad,0.5181,0.02721,1.46626,0.78026,0.8987,10,-25.25737,-57.59995,media
demo_1660,demo,D20,local,Barrio Obrero,0.43965,0.03662,2.95387,0.94428,0.83461,10,-25.31517,-57.61868,media
demo_1661,demo,D00,local,Trinidad,0.42388,0.01475,0.41252,0.78361,0.56145,10,-25.2658,-57.59417,baja
demo_1662,demo,D00,local,Barrio Obrero,0.27529,0.04098,0.32676,0.82257,0.54621,10,-25.32024,-57.62621,media
demo_1663,demo,D00,arterial,Recoleta,0.25769,0.02614,0.3002,0.83447,0.55721,10,-25.29222,-57.61023,media
demo_1664,demo,D00,arterial,Trinidad,0.2117,0.01591,0.25129,0.87419,0.52533,10,-25.25882,-57.59502,media
demo_1665,demo,D00,colectora,Mburucuyá,0.14771,0.01017,0.25331,0.89978,0.52131,10,-25.2815,-57.57481,baja
demo_1666,demo,D20,local,Sajonia,0.1421,0.04896,0.88358,0.82492,0.89547,10,-25.29136,-57.64987,media
demo_1667,demo,D00,local,Sajonia,0.13114,0.01327,0.87958,0.75292,0.05408,10,-25.29488,-57.64307,baja
demo_1668,demo,D00,local,Villa Morra,0.67208,0.01351,0.22806,0.87442,0.37452,1,-25.29408,-57.57965,baja
demo_1669,demo,D20,local,Barrio Obrero,0.63558,0.22321,0.99061,0.7617,0.76323,6,-25.31948,-57.62291,alta
demo_1670,demo,D20,arterial,Mburucuyá,0.27546,0.37829,2.18335,0.79188,0.54285,6,-25.28292,-57.58357,alta
demo_1671,demo,D40,local,Sajonia,0.26485,0.00159,2.21411,0.79733,0.49214,6,-25.29497,-57.65493,media
demo_1672,demo,D20,local,San Vicente,0.22764,0.13226,1.15243,0.83058,0.22744,6,-25.31545,-57.60433,alta
demo_1673,demo,D40,local,Carmelitas,0.17241,0.00345,1.81837,0.93969,0.89169,6,-25.28039,-57.57485,media
demo_1674,demo,D40,local,Trinidad,0.13218,0.00874,2.05936,0.92132,0.44627,6,-25.26211,-57.59946,media
demo_1675,demo,D20,arterial,Recoleta,0.58725,0.06786,0.94547,0.86512,0.26077,3,-25.29332,-57.60998,alta
demo_1676,demo,D40,colectora,Sajonia,0.55378,0.00194,1.49727,0.79176,0.5469,3,-25.29262,-57.65091,media
demo_1677,demo,D00,local,Trinidad,0.12973,0.06793,0.95375,0.86569,0.26324,3,-25.25941,-57.59309,media
demo_1678,demo,D20,colectora,Trinidad,0.72763,0.28101,1.71574,0.79765,0.65007,4,-25.2574,-57.59446,alta
demo_1679,demo,D20,local,Sajonia,0.40506,0.13834,0.60501,0.76091,0.14465,4,-25.29452,-57.65065,alta
demo_1680,demo,D20,local,Recoleta,0.3973,0.03572,1.14172,0.59985,0.20762,4,-25.29242,-57.60911,media
demo_1681,demo,D20,local,Trinidad,0.15188,0.03574,0.48585,0.86265,0.06591,4,-25.26243,-57.59416,media
demo_1682,demo,D00,local,San Vicente,0.61593,0.0239,0.24617,0.84343,0.29279,1,-25.30937,-57.6035,media
demo_1683,demo,D00,local,Centro,0.56779,0.01464,0.28173,0.88603,0.59438,11,-25.27994,-57.63853,baja
demo_1684,demo,D00,arterial,Barrio Obrero,0.52321,0.01172,0.44091,0.91497,0.41755,11,-25.31646,-57.62642,media
demo_1685,demo,D00,colectora,Recoleta,0.38411,0.03778,0.61209,0.8647,0.79147,11,-25.28819,-57.60973,media
demo_1686,demo,D00,colectora,Barrio Obrero,0.29463,0.01922,1.23939,0.80636,0.79436,11,-25.31516,-57.62634,baja
demo_1687,demo,D00,arterial,Barrio Obrero,0.21656,0.00356,0.60528,0.59449,0.61498,11,-25.31434,-57.62371,media
demo_1688,demo,D00,local,Mburucuyá,0.19345,0.0136,1.2484,0.70818,0.22796,11,-25.28296,-57.57839,baja
demo_1689,demo,D00,local,Trinidad,0.18889,0.02449,1.29044,0.68926,0.25477,11,-25.26546,-57.59,media
demo_1690,demo,D00,arterial,San Vicente,0.16117,0.02764,0.41519,0.86888,0.77119,11,-25.30971,-57.60994,media
demo_1691,demo,D00,local,Carmelitas,0.1397,0.05418,0.78743,0.86853,0.81351,11,-25.27717,-57.57661,media
demo_1692,demo,D00,colectora,Villa Morra,0.13219,0.00463,0.85697,0.59696,0.62362,11,-25.29578,-57.57665,baja
demo_1693,demo,D20,colectora,San Vicente,0.13066,0.05351,0.79361,0.87004,0.8145,11,-25.31179,-57.60938,media
demo_1694,demo,D00,colectora,San Vicente,0.8025,0.0281,1.1957,0.92162,0.833,1,-25.30997,-57.60247,media
demo_1695,demo,D20,local,Trinidad,0.28295,0.07349,1.68476,0.77656,0.70485,2,-25.25516,-57.59905,media
demo_1696,demo,D00,local,Recoleta,0.27068,0.04517,0.64757,0.74562,0.76633,2,-25.29167,-57.60806,media
demo_1697,demo,D00,arterial,Recoleta,0.69808,0.29085,3.43815,0.51782,0.5,3,-25.28986,-57.61357,alta
demo_1698,demo,D00,colectora,Las Mercedes,0.66076,0.02421,0.42169,0.88019,0.05394,3,-25.2949,-57.62233,media
demo_1699,demo,D20,local,Mburucuyá,0.53675,0.03563,2.81047,0.69252,0.15977,3,-25.28091,-57.58597,media
demo_1700,demo,D00,local,Barrio Obrero,0.76343,0.16747,0.35768,0.65693,0.65537,3,-25.31282,-57.61929,media
demo_1701,demo,D00,colectora,Villa Morra,0.54217,0.01398,0.36935,0.09727,0.53956,3,-25.29322,-57.57589,baja
demo_1702,demo,D00,local,Carmelitas,0.47244,0.00436,0.62941,0.11569,0.7049,3,-25.29157,-57.57245,baja
demo_1703,demo,D00,local,Centro,0.33206,0.14411,0.87215,0.4528,0.17948,2,-25.28301,-57.63092,media
demo_1704,demo,D00,arterial,Trinidad,0.26674,0.03411,0.84355,0.35241,0.27409,2,-25.25344,-57.59885,media
demo_1705,demo,D00,colectora,Sajonia,0.31455,0.00564,0.25841,0.92611,0.36733,4,-25.29424,-57.65149,baja
demo_1706,demo,D10,colectora,Las Mercedes,0.28104,0.01286,3.12687,0.95162,0.25569,4,-25.29182,-57.61831,baja
demo_1707,demo,D10,colectora,Carmelitas,0.24754,0.0037,5.21854,0.71326,0.06949,4,-25.29139,-57.56736,baja
demo_1708,demo,D10,local,Centro,0.19345,0.00735,3.58666,0.94548,0.27143,4,-25.28406,-57.63904,baja
demo_1709,demo,D10,colectora,Centro,0.40533,0.04725,8.792,0.88618,0.32764,3,-25.28266,-57.64027,media
demo_1710,demo,D20,colectora,San Vicente,0.23351,0.05226,1.10412,0.89122,0.71896,3,-25.3116,-57.6031,media
demo_1711,demo,D20,local,Trinidad,0.11618,0.01189,0.91314,0.84283,0.65578,3,-25.26042,-57.59258,media
demo_1712,demo,D00,colectora,San Vicente,0.47207,0.23505,0.23879,0.50226,0.87988,1,-25.31302,-57.61117,media
demo_1713,demo,D00,local,Las Mercedes,0.1349,0.07641,0.33934,0.75539,0.59168,1,-25.29757,-57.62088,media
demo_1714,demo,D00,local,Villa Morra,0.79584,0.01046,0.2591,0.73376,0.43755,2,-25.29706,-57.57805,baja
demo_1715,demo,D00,colectora,Trinidad,0.20497,0.00871,0.43413,0.92918,0.45501,2,-25.26018,-57.59801,baja
demo_1716,demo,D10,colectora,Sajonia,0.54542,0.01475,6.42187,0.76101,0.34748,3,-25.2925,-57.64523,baja
demo_1717,demo,D10,local,Recoleta,0.3065,0.00874,5.38472,0.80354,0.76468,3,-25.29206,-57.60832,baja
demo_1718,demo,D00,local,Villa Morra,0.26357,0.0363,1.55936,0.69595,0.79275,3,-25.2919,-57.57637,media
demo_1719,demo,D00,local,Centro,0.15056,0.07299,0.33143,0.40355,0.07778,3,-25.27957,-57.63694,media
demo_1720,demo,D00,local,Sajonia,0.13756,0.02574,0.93126,0.26011,0.07821,3,-25.29551,-57.64914,media
demo_1721,demo,D00,arterial,Trinidad,0.12967,0.04145,0.58568,0.30912,0.07806,3,-25.26054,-57.59673,media
demo_1722,demo,D00,colectora,Carmelitas,0.58929,0.00558,0.32624,0.7337,0.28115,5,-25.28051,-57.56759,baja
demo_1723,demo,D10,local,San Vicente,0.34674,0.0164,3.66733,0.80789,0.80651,5,-25.31497,-57.60508,baja
demo_1724,demo,D10,arterial,San Vicente,0.20945,0.02398,3.56551,0.80074,0.82763,5,-25.31588,-57.6034,media
demo_1725,demo,D10,colectora,San Vicente,0.17151,0.01516,6.41815,0.74628,0.76161,5,-25.31425,-57.60384,baja
demo_1726,demo,D00,colectora,Recoleta,0.10595,0.0041,0.31103,0.74727,0.27726,5,-25.2965,-57.60766,baja
